groupId,name,id,urlkey
18381154,"Predictive Analytics",38458,"predictive-analytics"
18381154,"Data Mining",55324,"data-mining"
18381154,"Business Analytics",98842,"business-analytics"
18381154,"Big Data Analytics",383411,"big-data-analytics"
20115300,"Bible Study",2353,"biblestudy"
20115300,"Christian Ministry",6623,"christianmin"
20115300,"Social",10581,"social"
20115300,"Leadership",15121,"leadership"
20115300,"Christian Men",16900,"christian-men"
20115300,"Spiritual Growth",17658,"spiritual-growth"
20115300,"Women's Empowerment",17933,"womens-empowerment"
20115300,"Jesus Christ",20589,"jesus-christ"
20115300,"Empowerment for Men",24186,"empowerment-for-men"
20115300,"Houston",25706,"houston"
20115300,"Collaboration between Creative Minds",29526,"collaboration-between-creative-minds"
20115300,"Christian Women",31382,"christian-women"
20115300,"Knowledge Sharing",65780,"knowledge-sharing"
20115300,"New in Town Houston",122776,"new-in-town-houston"
20115300,"Nonprofit 501 (c) (3) tax exemption",782862,"nonprofit-501-c-3-tax-exemption"
20364647,"Film Industry",382,"filmind"
20364647,"Indie Films",914,"indiefilm"
20364647,"Watching Movies",1201,"movies"
20364647,"Nightlife",4392,"nightlife"
20364647,"Social Networking",4422,"socialnetwork"
20364647,"Film",15029,"film"
20364647,"Movie Nights",15940,"movie-nights"
20364647,"Film and Video Production",20021,"film-and-video-production"
20364647,"Dinner and a Movie",23778,"dinner-and-a-movie"
20364647,"Houston",25706,"houston"
20364647,"Movies in Movie Theaters",43390,"movies-in-movie-theaters"
20364647,"Independent Filmmaking",48847,"independent-filmmakers"
20165692,"Born Again Christian",602,"bornagain"
20165692,"Dining Out",713,"diningout"
20165692,"New In Town",1273,"newintown"
20165692,"Social Networking",4422,"socialnetwork"
20165692,"Christian Social",10187,"christiansocial"
20165692,"Christian Singles",16271,"christian-singles"
20165692,"Christian",17963,"christian"
20165692,"Jesus Christ",20589,"jesus-christ"
20165692,"Houston",25706,"houston"
20165692,"Bible Studies",27271,"bible-studies"
20165692,"Christian Women",31382,"christian-women"
20165692,"Bowling and Fun Stuff",77178,"bowling-and-fun-stuff"
20853126,"Social Networking",4422,"socialnetwork"
20853126,"Happy Hour",16800,"happy-hours"
20853126,"Single Professionals",18216,"professional-singles"
20853126,"Dating and Relationships",20246,"dating-and-relationships"
20853126,"Theater",23274,"live-theatre"
20853126,"Houston",25706,"houston"
12513132,"Small Business",389,"smallbiz"
12513132,"Software Development",3833,"softwaredev"
12513132,"JavaScript",7029,"javascript"
12513132,"Web Technology",10209,"web"
12513132,"Web Development",15582,"web-development"
12513132,"Entrepreneurship",19882,"entrepreneurship"
12513132,"Android Development",20346,"android-developers"
12513132,"Mobile Development",21441,"mobile-development"
12513132,"Startup Businesses",21681,"startup-businesses"
12513132,"Houston",25706,"houston"
12513132,"Google Technology User Group",27790,"google-technology-user-group"
12513132,"iOS Development",127567,"ios-development"
12513132,"Internet Startups",128595,"internet-startups"
12513132,"Enterprenurs",142938,"enterprenurs"
683246,"Small Business",389,"smallbiz"
683246,"E-Business Owners",1330,"ebizowners"
683246,"Social Networking",4422,"socialnetwork"
683246,"Web Technology",10209,"web"
683246,"Professional Networking",15720,"professional-networking"
683246,"Entrepreneurship",19882,"entrepreneurship"
683246,"Startup Businesses",21681,"startup-businesses"
683246,"Houston",25706,"houston"
683246,"Houston Events",81950,"houston-events"
16246242,"New In Town",1273,"newintown"
16246242,"Nightlife",4392,"nightlife"
16246242,"Social Networking",4422,"socialnetwork"
16246242,"Business",10575,"business"
16246242,"Business Referral Networking",15405,"business-referral-networking"
16246242,"Professional Networking",15720,"professional-networking"
16246242,"Happy Hour",16800,"happy-hours"
16246242,"Business Strategy",17635,"business-strategy"
16246242,"Entrepreneurship",19882,"entrepreneurship"
16246242,"Small Business Networking",20301,"small-business-networking"
16246242,"Houston",25706,"houston"
16246242,"Charity Events",54006,"charity-events"
16246242,"Young Professional Singles",58259,"young-professional-singles"
16246242,"B2B Networking",65792,"b2b-networking"
19512432,"Data Management",10494,"datamanagement"
19512432,"Business Intelligence",10538,"businessintell"
19512432,"Big Data",18062,"big-data"
19512432,"Data Analytics",30928,"data-analytics"
19512432,"Data Visualization",37381,"data-visualization"
19512432,"Data Science",102811,"data-science"
19512432,"Data Warehouse",1413652,"data-warehouse"
19512432,"Data Strategy",1440562,"data-strategy"
20554866,"Open Source",563,"opensource"
20554866,"Software Development",3833,"softwaredev"
20554866,"Technology",10579,"technology"
20554866,"Hadoop",18060,"hadoop"
20554866,"Big Data",18062,"big-data"
20554866,"Machine Learning",29971,"machine-learning"
20554866,"Data Analytics",30928,"data-analytics"
20554866,"Data Visualization",37381,"data-visualization"
20554866,"Predictive Analytics",38458,"predictive-analytics"
20554866,"Computer programming",48471,"computer-programming"
20554866,"Data Mining",55324,"data-mining"
20554866,"NoSQL",58162,"nosql"
20554866,"Data Science",102811,"data-science"
20554866,"Big Data Analytics",383411,"big-data-analytics"
18723699,"Open Source",563,"opensource"
18723699,"Software Development",3833,"softwaredev"
18723699,"Hadoop",18060,"hadoop"
18723699,"Big Data",18062,"big-data"
18723699,"MapReduce",27591,"mapreduce"
18723699,"Machine Learning",29971,"machine-learning"
18723699,"Data Analytics",30928,"data-analytics"
18723699,"Predictive Analytics",38458,"predictive-analytics"
18723699,"NoSQL",58162,"nosql"
18723699,"IBM",71289,"ibm"
18723699,"Business Analytics",98842,"business-analytics"
18723699,"Data Science",102811,"data-science"
18723699,"Big Data Analytics",383411,"big-data-analytics"
18723699,"BigDataDevelopers",1482432,"bigdatadevelopers"
16426612,"Oil & Gas Investing",8707,"oilinvesting"
16426612,"Critical Thinking",15544,"critical-thinking"
16426612,"Big Data",18062,"big-data"
16426612,"Energy",21396,"energy"
16426612,"oil and gas",23448,"oil-and-gas"
16426612,"Machine Learning",29971,"machine-learning"
16426612,"Data Analytics",30928,"data-analytics"
16426612,"Data Visualization",37381,"data-visualization"
16426612,"Predictive Analytics",38458,"predictive-analytics"
16426612,"Data Mining",55324,"data-mining"
16426612,"Petroleum",69433,"petroleum"
16426612,"Business Analytics",98842,"business-analytics"
16426612,"Data Science",102811,"data-science"
16426612,"Applied Statistics",115913,"applied-statistics"
16426612,"Big Data Analytics",383411,"big-data-analytics"
8488182,"Art",1502,"art"
8488182,"Nonprofit",1726,"nonprofit"
8488182,"Architecture",1737,"architecture"
8488182,"Volunteering",16645,"volunteering"
8488182,"Houston",25706,"houston"
8488182,"Business Architecture",26467,"business-architecture"
8488182,"Creativity",36229,"creative"
8488182,"Socially Responsible Business",78007,"socially-responsible-business"
8488182,"Service-Oriented Architecture",240411,"service-oriented-architecture"
20704121,"Social Networking",4422,"socialnetwork"
20704121,"Google",6490,"google"
20704121,"Social",10581,"social"
20704121,"Social Media",15401,"social-media"
20704121,"Professional Networking",15720,"professional-networking"
20704121,"Adventure",15892,"adventure"
20704121,"Foodie",18528,"foodie"
20704121,"Business Leaders",25388,"business-leaders"
20704121,"Creativity",36229,"creative"
20704121,"Google Apps",45441,"google-apps"
20704121,"Google Maps",91459,"google-maps"
20704121,"Reviews",129617,"reviews"
20704121,"Maps",131188,"maps"
20704121,"Restaurant Reviews",1163452,"restaurant-reviews"
18661757,"Open Source",563,"opensource"
18661757,"Cloud Computing",15167,"cloud-computing"
18661757,"Hadoop",18060,"hadoop"
18661757,"Big Data",18062,"big-data"
18661757,"High Scalability Computing",24410,"high-scalability-computing"
18661757,"MapReduce",27591,"mapreduce"
18661757,"Data Analytics",30928,"data-analytics"
18661757,"Data Visualization",37381,"data-visualization"
18661757,"Predictive Analytics",38458,"predictive-analytics"
18661757,"Data Mining",55324,"data-mining"
18661757,"NoSQL",58162,"nosql"
18661757,"Business Analytics",98842,"business-analytics"
18661757,"Big Data Analytics",383411,"big-data-analytics"
18661757,"Big Data for social media",1056662,"big-data-for-social-media"
18661757,"Big Data Developers",1482272,"big-data-developers"
20124927,"Business Intelligence",10538,"businessintell"
20124927,"Big Data",18062,"big-data"
20124927,"Web Analytics",24439,"web-analytics"
20124927,"Data Analytics",30928,"data-analytics"
20124927,"Data Visualization",37381,"data-visualization"
20124927,"Predictive Analytics",38458,"predictive-analytics"
20124927,"Data Mining",55324,"data-mining"
20124927,"APIs",80749,"apis"
20124927,"API documentation",1219032,"api-documentation"
